from,to,count
Rodney Stuckey,Donald Sloan,3
Roy Hibbert,Donald Sloan,6
Solomon Hill,Donald Sloan,6
Corey Brewer,Donatas Motiejunas,12
Dwight Howard,Donatas Motiejunas,4
Francisco Garcia,Donatas Motiejunas,3
Isaiah Canaan,Donatas Motiejunas,6
James Harden,Donatas Motiejunas,78
Jason Terry,Donatas Motiejunas,17
Joey Dorsey,Donatas Motiejunas,2
Josh Smith,Donatas Motiejunas,10
Kostas Papanikolaou,Donatas Motiejunas,8
Nick Johnson,Donatas Motiejunas,2
Pablo Prigioni,Donatas Motiejunas,5
Patrick Beverley,Donatas Motiejunas,42
Tarik Black,Donatas Motiejunas,1
Terrence Jones,Donatas Motiejunas,1
Trevor Ariza,Donatas Motiejunas,38
Arron Afflalo,Dorell Wright,3
CJ McCollum,Dorell Wright,1
Chris Kaman,Dorell Wright,4
Damian Lillard,Dorell Wright,17
Joel Freeland,Dorell Wright,1
LaMarcus Aldridge,Dorell Wright,2
Meyers Leonard,Dorell Wright,2
Nicolas Batum,Dorell Wright,4
Steve Blake,Dorell Wright,12
Wesley Matthews,Dorell Wright,3
Will Barton,Dorell Wright,3
Aaron Brooks,Doug McDermott,7
Derrick Rose,Doug McDermott,1
E'Twaun Moore,Doug McDermott,1
Joakim Noah,Doug McDermott,11
Kirk Hinrich,Doug McDermott,3
Nikola Mirotic,Doug McDermott,9
Taj Gibson,Doug McDermott,2
Tony Snell,Doug McDermott,1
Andre Iguodala,Draymond Green,23
Andrew Bogut,Draymond Green,23
David Lee,Draymond Green,4
Harrison Barnes,Draymond Green,13
Justin Holiday,Draymond Green,2
Klay Thompson,Draymond Green,43
Leandro Barbosa,Draymond Green,9
Marreese Speights,Draymond Green,12
Shaun Livingston,Draymond Green,15
Stephen Curry,Draymond Green,135
Andre Miller,Drew Gooden,9
Bradley Beal,Drew Gooden,7
Garrett Temple,Drew Gooden,1
Glen Jr. Rice,Drew Gooden,1
John Wall,Drew Gooden,32
Marcin Gortat,Drew Gooden,1
Martell Webster,Drew Gooden,2
Nene,Drew Gooden,1
Otto Porter,Drew Gooden,6
Paul Pierce,Drew Gooden,8
Ramon Sessions,Drew Gooden,9
Rasual Butler,Drew Gooden,2
Alexey Shved,Drew Gordon,2
KJ McDaniels,Drew Gordon,1
Michael Carter-Williams,Drew Gordon,2
Tony Wroten,Drew Gordon,2
Jabari Brown,Dwight Buycks,1
Robert Sacre,Dwight Buycks,1
Ryan Kelly,Dwight Buycks,2
Wesley Johnson,Dwight Buycks,1
Corey Brewer,Dwight Howard,6
Donatas Motiejunas,Dwight Howard,15
Isaiah Canaan,Dwight Howard,2
James Harden,Dwight Howard,52
Jason Terry,Dwight Howard,14
Josh Smith,Dwight Howard,16
Kostas Papanikolaou,Dwight Howard,11
Pablo Prigioni,Dwight Howard,5
Patrick Beverley,Dwight Howard,16
Terrence Jones,Dwight Howard,5
Trevor Ariza,Dwight Howard,11
Troy Daniels,Dwight Howard,1
Al-Farouq Aminu,Dwight Powell,1
Devin Harris,Dwight Powell,1
James Young,Dwight Powell,1
Juan Jose Barea,Dwight Powell,10
Phil Pressey,Dwight Powell,1
Rajon Rondo,Dwight Powell,1
Raymond Felton,Dwight Powell,6
Richard Jefferson,Dwight Powell,2
Chris Andersen,Dwyane Wade,5
Chris Bosh,Dwyane Wade,13
Danny Granger,Dwyane Wade,2
Goran Dragic,Dwyane Wade,20
Hassan Whiteside,Dwyane Wade,2
Henry Walker,Dwyane Wade,7
James Ennis,Dwyane Wade,2
Josh McRoberts,Dwyane Wade,10
Justin Hamilton,Dwyane Wade,2
Luol Deng,Dwyane Wade,31
Mario Chalmers,Dwyane Wade,40
Michael Beasley,Dwyane Wade,3
Norris Cole,Dwyane Wade,16
Shabazz Napier,Dwyane Wade,9
Shawne Williams,Dwyane Wade,6
Tyler Johnson,Dwyane Wade,1
Udonis Haslem,Dwyane Wade,9
Aaron Brooks,ETwaun Moore,11
Derrick Rose,ETwaun Moore,2
Jimmy Butler,ETwaun Moore,1
Joakim Noah,ETwaun Moore,7
Kirk Hinrich,ETwaun Moore,2
Mike Dunleavy,ETwaun Moore,1
Nazr Mohammed,ETwaun Moore,1
Nikola Mirotic,ETwaun Moore,5
Pau Gasol,ETwaun Moore,3
Tony Snell,ETwaun Moore,2
Archie Goodwin,Earl Barron,1
Brandon Knight,Earl Barron,1
Eric Bledsoe,Earl Barron,3
Gerald Green,Earl Barron,2
Jerel McNeal,Earl Barron,1
PJ Tucker,Earl Barron,1
TJ Warren,Earl Barron,2
Bojan Bogdanovic,Earl Clark,1
Darius Morris,Earl Clark,2
Deron Williams,Earl Clark,1
Jarrett Jack,Earl Clark,3
Joe Johnson,Earl Clark,1
Carlos Boozer,Ed Davis,9
Dwight Buycks,Ed Davis,3
Jabari Brown,Ed Davis,2
Jeremy Lin,Ed Davis,56
Jordan Clarkson,Ed Davis,14
Jordan Hill,Ed Davis,3
Kobe Bryant,Ed Davis,19
Nick Young,Ed Davis,1
Robert Sacre,Ed Davis,2
Ronnie Price,Ed Davis,34
Ryan Kelly,Ed Davis,6
Wayne Ellington,Ed Davis,13
Wesley Johnson,Ed Davis,21
Xavier Henry,Ed Davis,1
Austin Rivers,Ekpe Udoh,1
CJ Wilcox,Ekpe Udoh,1
Glen Davis,Ekpe Udoh,1
Jamal Crawford,Ekpe Udoh,1
Jared Cunningham,Ekpe Udoh,1
Jordan Farmar,Ekpe Udoh,2
Jordan Hamilton,Ekpe Udoh,1
Aaron Gordon,Elfrid Payton,3
Andrew Nicholson,Elfrid Payton,3
Ben Gordon,Elfrid Payton,1
Channing Frye,Elfrid Payton,4
Devyn Marble,Elfrid Payton,1
Dewayne Dedmon,Elfrid Payton,1
Evan Fournier,Elfrid Payton,4
Luke Ridnour,Elfrid Payton,1
Maurice Harkless,Elfrid Payton,3
Nikola Vucevic,Elfrid Payton,12
Tobias Harris,Elfrid Payton,8
Victor Oladipo,Elfrid Payton,17
Willie Green,Elfrid Payton,4
Chris Johnson,Elijah Millsap,2
Dante Exum,Elijah Millsap,8
Derrick Favors,Elijah Millsap,5
Elliot Williams,Elijah Millsap,1
Enes Kanter,Elijah Millsap,1
Gordon Hayward,Elijah Millsap,4
Jeremy Evans,Elijah Millsap,4
Joe Ingles,Elijah Millsap,1
Rodney Hood,Elijah Millsap,1
Rudy Gobert,Elijah Millsap,4
Trevor Booker,Elijah Millsap,5
Trey Burke,Elijah Millsap,9
Enes Kanter,Elliot Williams,1
Ian Clark,Elliot Williams,1
Jeff Withey,Elliot Williams,1
Jeremy Evans,Elliot Williams,1
Jimmer Fredette,Elliot Williams,1
Norris Cole,Elliot Williams,1
Quincy Pondexter,Elliot Williams,1
Rudy Gobert,Elliot Williams,2
Steve Novak,Elliot Williams,1
DeMarre Carroll,Elton Brand,1
Dennis Schroder,Elton Brand,5
Jeff Teague,Elton Brand,10
John Jenkins,Elton Brand,2
Kent Bazemore,Elton Brand,1
Kyle Korver,Elton Brand,2
Mike Muscala,Elton Brand,1
Paul Millsap,Elton Brand,3
Shelvin Mack,Elton Brand,9
Thabo Sefolosha,Elton Brand,1
Alec Burks,Enes Kanter,20
Anthony Morrow,Enes Kanter,2
D.J. Augustin,Enes Kanter,4
Dante Exum,Enes Kanter,17
Derrick Favors,Enes Kanter,10
Dion Waiters,Enes Kanter,12
Elijah Millsap,Enes Kanter,4
Elliot Williams,Enes Kanter,3
Gordon Hayward,Enes Kanter,37
Ian Clark,Enes Kanter,3
Joe Ingles,Enes Kanter,13
Kyle Singler,Enes Kanter,3
Mitch McGary,Enes Kanter,2
Nick Collison,Enes Kanter,1
Rodney Hood,Enes Kanter,2
Rudy Gobert,Enes Kanter,6
Russell Westbrook,Enes Kanter,75
Serge Ibaka,Enes Kanter,3
Steve Novak,Enes Kanter,1
Trey Burke,Enes Kanter,44
Alex Len,Eric Bledsoe,5
Anthony Tolliver,Eric Bledsoe,1
Archie Goodwin,Eric Bledsoe,1
Brandan Wright,Eric Bledsoe,2
Brandon Knight,Eric Bledsoe,7
Gerald Green,Eric Bledsoe,2
Goran Dragic,Eric Bledsoe,46
Isaiah Thomas,Eric Bledsoe,18
Marcus Morris,Eric Bledsoe,11
Markieff Morris,Eric Bledsoe,19
Miles Plumlee,Eric Bledsoe,3
PJ Tucker,Eric Bledsoe,15
Reggie Bullock,Eric Bledsoe,1
TJ Warren,Eric Bledsoe,1
Alexis Ajinca,Eric Gordon,3
Anthony Davis,Eric Gordon,25
Dante Cunningham,Eric Gordon,9
Jeff Withey,Eric Gordon,1
Jimmer Fredette,Eric Gordon,4
Jrue Holiday,Eric Gordon,16
Luke Babbitt,Eric Gordon,2
Norris Cole,Eric Gordon,7
Omer Asik,Eric Gordon,16
Quincy Pondexter,Eric Gordon,6
Ryan Anderson,Eric Gordon,4
Toney Douglas,Eric Gordon,1
Tyreke Evans,Eric Gordon,91
Alonzo Gee,Erick Green,2
Arron Afflalo,Erick Green,1
Danilo Gallinari,Erick Green,2
Gary Harris,Erick Green,4
Ian Clark,Erick Green,1
JJ Hickson,Erick Green,1
Jameer Nelson,Erick Green,2
Joffrey Lauvergne,Erick Green,2
Jusuf Nurkic,Erick Green,3
Randy Foye,Erick Green,6
Ty Lawson,Erick Green,3
Will Barton,Erick Green,8
Wilson Chandler,Erick Green,1
Brandon Knight,Ersan Ilyasova,26
Chris Johnson,Ersan Ilyasova,1
Giannis Antetokounmpo,Ersan Ilyasova,35
Jabari Parker,Ersan Ilyasova,2
Jared Dudley,Ersan Ilyasova,7
Jerryd Bayless,Ersan Ilyasova,12
John Henson,Ersan Ilyasova,2
Kendall Marshall,Ersan Ilyasova,9
Khris Middleton,Ersan Ilyasova,28
Larry Sanders,Ersan Ilyasova,1
Michael Carter-Williams,Ersan Ilyasova,35
O.J. Mayo,Ersan Ilyasova,17
Tyler Ennis,Ersan Ilyasova,11
Zaza Pachulia,Ersan Ilyasova,21
Aaron Gordon,Evan Fournier,3
Ben Gordon,Evan Fournier,4
Channing Frye,Evan Fournier,15
Devyn Marble,Evan Fournier,1
Dewayne Dedmon,Evan Fournier,2
Elfrid Payton,Evan Fournier,29
Kyle O'Quinn,Evan Fournier,6
Luke Ridnour,Evan Fournier,4
Maurice Harkless,Evan Fournier,1
Nikola Vucevic,Evan Fournier,23
Tobias Harris,Evan Fournier,19
Victor Oladipo,Evan Fournier,27
Willie Green,Evan Fournier,7
Avery Bradley,Evan Turner,11
Brandan Wright,Evan Turner,2
Brandon Bass,Evan Turner,6
Gerald Wallace,Evan Turner,1
Gigi Datome,Evan Turner,1
Isaiah Thomas,Evan Turner,5
Jae Crowder,Evan Turner,6
Jameer Nelson,Evan Turner,2
Jared Sullinger,Evan Turner,15
Jeff Green,Evan Turner,4
Kelly Olynyk,Evan Turner,7
Marcus Smart,Evan Turner,10
Marcus Thornton,Evan Turner,1
Phil Pressey,Evan Turner,6
Rajon Rondo,Evan Turner,9
Tyler Zeller,Evan Turner,11
Andre Iguodala,Festus Ezeli,6
Brandon Rush,Festus Ezeli,1
David Lee,Festus Ezeli,1
Draymond Green,Festus Ezeli,5
Harrison Barnes,Festus Ezeli,2
Justin Holiday,Festus Ezeli,2
Klay Thompson,Festus Ezeli,10
Leandro Barbosa,Festus Ezeli,3
Marreese Speights,Festus Ezeli,2
Michael James McAdoo,Festus Ezeli,1
Shaun Livingston,Festus Ezeli,4
Stephen Curry,Festus Ezeli,11
Dwight Howard,Francisco Garcia,1
James Harden,Francisco Garcia,2
Jason Terry,Francisco Garcia,3
Kostas Papanikolaou,Francisco Garcia,1
Patrick Beverley,Francisco Garcia,1
Trevor Ariza,Francisco Garcia,3
Troy Daniels,Francisco Garcia,2
Hollis Thompson,Furkan Aldemir,1
Isaiah Canaan,Furkan Aldemir,1
Ish Smith,Furkan Aldemir,2
JaKarr Sampson,Furkan Aldemir,2
Jason Richardson,Furkan Aldemir,1
Jerami Grant,Furkan Aldemir,3
Luc Moute a Mbah,Furkan Aldemir,1
Michael Carter-Williams,Furkan Aldemir,1
Nerlens Noel,Furkan Aldemir,3
Robert Covington,Furkan Aldemir,2
Thomas Robinson,Furkan Aldemir,1
Alexis Ajinca,Gal Mekel,1
Andre Miller,Garrett Temple,4
John Wall,Garrett Temple,22
Kevin Seraphin,Garrett Temple,1
Kris Humphries,Garrett Temple,2
Marcin Gortat,Garrett Temple,2
Martell Webster,Garrett Temple,2
Nene,Garrett Temple,5
Otto Porter,Garrett Temple,3
Paul Pierce,Garrett Temple,5
Rasual Butler,Garrett Temple,1
Alonzo Gee,Gary Harris,2
Danilo Gallinari,Gary Harris,4
Darrell Arthur,Gary Harris,1
Erick Green,Gary Harris,5
JJ Hickson,Gary Harris,5
Jamaal Franklin,Gary Harris,1
Jameer Nelson,Gary Harris,2
Joffrey Lauvergne,Gary Harris,1
Jusuf Nurkic,Gary Harris,1
Kenneth Faried,Gary Harris,3
Nate Robinson,Gary Harris,3
Randy Foye,Gary Harris,1
Timofey Mozgov,Gary Harris,1
Ty Lawson,Gary Harris,6
Will Barton,Gary Harris,5
Wilson Chandler,Gary Harris,1
Al Jefferson,Gary Neal,5
Andrew Wiggins,Gary Neal,4
Bismack Biyombo,Gary Neal,2
Brian Roberts,Gary Neal,11
Cody Zeller,Gary Neal,5
Gerald Henderson,Gary Neal,3
Gorgui Dieng,Gary Neal,1
Jason Maxiell,Gary Neal,1
Kemba Walker,Gary Neal,8
Kevin Garnett,Gary Neal,1
Kevin Martin,Gary Neal,2
Lance Stephenson,Gary Neal,12
Lorenzo Brown,Gary Neal,1
Marvin Williams,Gary Neal,7
Michael Kidd-Gilchrist,Gary Neal,1
Nikola Pekovic,Gary Neal,1
PJ Hairston,Gary Neal,1
Ricky Rubio,Gary Neal,9
Zach LaVine,Gary Neal,6
CJ Miles,George Hill,5
CJ Watson,George Hill,10
Damjan Rudez,George Hill,4
David West,George Hill,27
Ian Mahinmi,George Hill,2
Lavoy Allen,George Hill,3
Luis Scola,George Hill,5
Rodney Stuckey,George Hill,16
Roy Hibbert,George Hill,7
Solomon Hill,George Hill,15
AJ Price,Gerald Green,1
Alex Len,Gerald Green,2
Anthony Tolliver,Gerald Green,2
Archie Goodwin,Gerald Green,3
Brandan Wright,Gerald Green,2
Brandon Knight,Gerald Green,2
Earl Barron,Gerald Green,3
Eric Bledsoe,Gerald Green,40
Goran Dragic,Gerald Green,20
Isaiah Thomas,Gerald Green,48
Marcus Morris,Gerald Green,14
Markieff Morris,Gerald Green,18
Miles Plumlee,Gerald Green,3
PJ Tucker,Gerald Green,10
Seth Curry,Gerald Green,1
TJ Warren,Gerald Green,4
Al Jefferson,Gerald Henderson,24
Bismack Biyombo,Gerald Henderson,1
Brian Roberts,Gerald Henderson,15
Cody Zeller,Gerald Henderson,24
Gary Neal,Gerald Henderson,3
Jason Maxiell,Gerald Henderson,5
Jeff Taylor,Gerald Henderson,3
Kemba Walker,Gerald Henderson,52
Lance Stephenson,Gerald Henderson,18
Marvin Williams,Gerald Henderson,13
Michael Kidd-Gilchrist,Gerald Henderson,26
Mo Williams,Gerald Henderson,24
Noah Vonleh,Gerald Henderson,1
PJ Hairston,Gerald Henderson,2
Avery Bradley,Gerald Wallace,1
Evan Turner,Gerald Wallace,1
Isaiah Thomas,Gerald Wallace,1
Jae Crowder,Gerald Wallace,1
Marcus Smart,Gerald Wallace,2
Phil Pressey,Gerald Wallace,2
Rajon Rondo,Gerald Wallace,1
Brandon Knight,Giannis Antetokounmpo,44
Ersan Ilyasova,Giannis Antetokounmpo,6
Jabari Parker,Giannis Antetokounmpo,7
Jared Dudley,Giannis Antetokounmpo,8
Jerryd Bayless,Giannis Antetokounmpo,22
John Henson,Giannis Antetokounmpo,5
Johnny O'Bryant,Giannis Antetokounmpo,1
Kendall Marshall,Giannis Antetokounmpo,9
Khris Middleton,Giannis Antetokounmpo,26
Larry Sanders,Giannis Antetokounmpo,3
Michael Carter-Williams,Giannis Antetokounmpo,18
Miles Plumlee,Giannis Antetokounmpo,3
Nate Wolters,Giannis Antetokounmpo,1
O.J. Mayo,Giannis Antetokounmpo,22
Tyler Ennis,Giannis Antetokounmpo,4
Zaza Pachulia,Giannis Antetokounmpo,22
Brandon Bass,Gigi Datome,1
Evan Turner,Gigi Datome,2
Gerald Wallace,Gigi Datome,2
Greg Monroe,Gigi Datome,2
Isaiah Thomas,Gigi Datome,2
Jared Sullinger,Gigi Datome,2
Jonas Jerebko,Gigi Datome,7
Kelly Olynyk,Gigi Datome,2
Marcus Smart,Gigi Datome,2
Phil Pressey,Gigi Datome,10
Austin Rivers,Glen Davis,14
Blake Griffin,Glen Davis,3
Chris Douglas-Roberts,Glen Davis,1
Chris Paul,Glen Davis,15
DeAndre Jordan,Glen Davis,1
Hedo Turkoglu,Glen Davis,3
JJ Redick,Glen Davis,5
Jamal Crawford,Glen Davis,26
Jared Cunningham,Glen Davis,1
Jordan Farmar,Glen Davis,10
Jordan Hamilton,Glen Davis,2
Matt Barnes,Glen Davis,1
Nate Robinson,Glen Davis,5
Spencer Hawes,Glen Davis,2
Kris Humphries,Glen Rice Jr,1
Nene,Glen Rice Jr,1
Anthony Bennett,Glenn Robinson,1
Furkan Aldemir,Glenn Robinson,1
Henry Sims,Glenn Robinson,2
Hollis Thompson,Glenn Robinson,2
Isaiah Canaan,Glenn Robinson,1
Ish Smith,Glenn Robinson,1
Jerami Grant,Glenn Robinson,2
Mo Williams,Glenn Robinson,1
Robert Covington,Glenn Robinson,1
Thomas Robinson,Glenn Robinson,1
Zach LaVine,Glenn Robinson,3
Alex Len,Goran Dragic,8
Anthony Tolliver,Goran Dragic,1
Chris Andersen,Goran Dragic,2
Dwyane Wade,Goran Dragic,18
Eric Bledsoe,Goran Dragic,56
Gerald Green,Goran Dragic,8
Hassan Whiteside,Goran Dragic,1
Henry Walker,Goran Dragic,4
Isaiah Thomas,Goran Dragic,15
James Ennis,Goran Dragic,3
Luol Deng,Goran Dragic,8
Marcus Morris,Goran Dragic,11
Mario Chalmers,Goran Dragic,8
Markieff Morris,Goran Dragic,32
Michael Beasley,Goran Dragic,2
Miles Plumlee,Goran Dragic,9
PJ Tucker,Goran Dragic,26
Shavlik Randolph,Goran Dragic,1
TJ Warren,Goran Dragic,1
Tyler Johnson,Goran Dragic,5
Udonis Haslem,Goran Dragic,6
Zoran Dragic,Goran Dragic,1
Alec Burks,Gordon Hayward,10
Dante Exum,Gordon Hayward,25
Derrick Favors,Gordon Hayward,39
Elijah Millsap,Gordon Hayward,4
Enes Kanter,Gordon Hayward,6
Ian Clark,Gordon Hayward,1
Joe Ingles,Gordon Hayward,33
Rodney Hood,Gordon Hayward,10
Rudy Gobert,Gordon Hayward,23
Trevor Booker,Gordon Hayward,14
Trey Burke,Gordon Hayward,47
Adreian Payne,Gorgui Dieng,4
Andrew Wiggins,Gorgui Dieng,23
Chase Budinger,Gorgui Dieng,5
Corey Brewer,Gorgui Dieng,11
Gary Neal,Gorgui Dieng,3
Justin Hamilton,Gorgui Dieng,2
Kevin Garnett,Gorgui Dieng,1
Kevin Martin,Gorgui Dieng,10
Lorenzo Brown,Gorgui Dieng,2
Mo Williams,Gorgui Dieng,32
Nikola Pekovic,Gorgui Dieng,1
Ricky Rubio,Gorgui Dieng,10
Robbie Hummel,Gorgui Dieng,2
Shabazz Muhammad,Gorgui Dieng,4
Thaddeus Young,Gorgui Dieng,20
Troy Daniels,Gorgui Dieng,2
Zach LaVine,Gorgui Dieng,32
Anthony Morrow,Grant Jerrett,1
Bryce Cotton,Grant Jerrett,1
Elijah Millsap,Grant Jerrett,1
Jeremy Lamb,Grant Jerrett,1
Andre Drummond,Greg Monroe,7
Anthony Tolliver,Greg Monroe,3
Brandon Jennings,Greg Monroe,47
Caron Butler,Greg Monroe,13
Cartier Martin,Greg Monroe,2
D.J. Augustin,Greg Monroe,29
Jodie Meeks,Greg Monroe,16
John III Lucas,Greg Monroe,5
Jonas Jerebko,Greg Monroe,5
Josh Smith,Greg Monroe,11
Kentavious Caldwell-Pope,Greg Monroe,26
Kyle Singler,Greg Monroe,12
Reggie Jackson,Greg Monroe,19
Shawne Williams,Greg Monroe,1
Spencer Dinwiddie,Greg Monroe,13
Tayshaun Prince,Greg Monroe,2
Al-Farouq Aminu,Greg Smith,1
Chandler Parsons,Greg Smith,1
Devin Harris,Greg Smith,3
Dirk Nowitzki,Greg Smith,1
Jae Crowder,Greg Smith,1
Juan Jose Barea,Greg Smith,9
Monta Ellis,Greg Smith,1
Rajon Rondo,Greg Smith,5
Raymond Felton,Greg Smith,3
Richard Jefferson,Greg Smith,2
Greivis Vasquez,Greg Stiemsma,1
James Johnson,Greg Stiemsma,2
Landry Fields,Greg Stiemsma,2
Amir Johnson,Greivis Vasquez,5
Charles Hayes,Greivis Vasquez,4
DeMar DeRozan,Greivis Vasquez,30
James Johnson,Greivis Vasquez,23
Jonas Valanciunas,Greivis Vasquez,10
Kyle Lowry,Greivis Vasquez,24
Louis Williams,Greivis Vasquez,31
Patrick Patterson,Greivis Vasquez,25
Terrence Ross,Greivis Vasquez,14
Tyler Hansbrough,Greivis Vasquez,7
Andre Iguodala,Harrison Barnes,17
Andrew Bogut,Harrison Barnes,18
David Lee,Harrison Barnes,4
Draymond Green,Harrison Barnes,38
Justin Holiday,Harrison Barnes,3
Klay Thompson,Harrison Barnes,28
Leandro Barbosa,Harrison Barnes,9
Marreese Speights,Harrison Barnes,3
Ognjen Kuzmic,Harrison Barnes,1
Shaun Livingston,Harrison Barnes,26
Stephen Curry,Harrison Barnes,78
Chris Bosh,Hassan Whiteside,10
Danny Granger,Hassan Whiteside,2
Dwyane Wade,Hassan Whiteside,41
Goran Dragic,Hassan Whiteside,18
Henry Walker,Hassan Whiteside,1
James Ennis,Hassan Whiteside,9
Luol Deng,Hassan Whiteside,15
Mario Chalmers,Hassan Whiteside,17
Michael Beasley,Hassan Whiteside,3
Norris Cole,Hassan Whiteside,6
Shabazz Napier,Hassan Whiteside,7
Shawne Williams,Hassan Whiteside,1
Tyler Johnson,Hassan Whiteside,7
Udonis Haslem,Hassan Whiteside,4
Austin Rivers,Hedo Turkoglu,12
Blake Griffin,Hedo Turkoglu,8
CJ Wilcox,Hedo Turkoglu,1
Chris Paul,Hedo Turkoglu,11
DeAndre Jordan,Hedo Turkoglu,2
Glen Davis,Hedo Turkoglu,4
JJ Redick,Hedo Turkoglu,3
Jamal Crawford,Hedo Turkoglu,5
Jared Cunningham,Hedo Turkoglu,2
Jordan Farmar,Hedo Turkoglu,5
Jordan Hamilton,Hedo Turkoglu,1
Lester Hudson,Hedo Turkoglu,1
Nate Robinson,Hedo Turkoglu,5
Spencer Hawes,Hedo Turkoglu,8
Alexey Shved,Henry Sims,3
Brandon Davies,Henry Sims,2
Glenn Robinson,Henry Sims,1
Hollis Thompson,Henry Sims,8
Isaiah Canaan,Henry Sims,2
Ish Smith,Henry Sims,7
JaKarr Sampson,Henry Sims,9
Jason Richardson,Henry Sims,1
Jerami Grant,Henry Sims,8
KJ McDaniels,Henry Sims,7
Larry Drew,Henry Sims,2
Luc Moute a Mbah,Henry Sims,15
Malcolm Thomas,Henry Sims,1
Michael Carter-Williams,Henry Sims,46
Nerlens Noel,Henry Sims,9
Robert Covington,Henry Sims,11
Thomas Robinson,Henry Sims,3
Tim Frazier,Henry Sims,2
Tony Wroten,Henry Sims,30
Dwyane Wade,Henry Walker,10
Goran Dragic,Henry Walker,14
James Ennis,Henry Walker,3
Luol Deng,Henry Walker,5
Mario Chalmers,Henry Walker,6
Michael Beasley,Henry Walker,5
Shabazz Napier,Henry Walker,2
Tyler Johnson,Henry Walker,4
Udonis Haslem,Henry Walker,1
Alexey Shved,Hollis Thompson,4
Brandon Davies,Hollis Thompson,4
Furkan Aldemir,Hollis Thompson,5
Glenn Robinson,Hollis Thompson,3
Henry Sims,Hollis Thompson,15
Isaiah Canaan,Hollis Thompson,7
Ish Smith,Hollis Thompson,25
JaKarr Sampson,Hollis Thompson,12
Jason Richardson,Hollis Thompson,1
Jerami Grant,Hollis Thompson,12
KJ McDaniels,Hollis Thompson,4
Larry Drew,Hollis Thompson,9
Luc Moute a Mbah,Hollis Thompson,11
Malcolm Thomas,Hollis Thompson,1
Michael Carter-Williams,Hollis Thompson,19
Nerlens Noel,Hollis Thompson,13
Robert Covington,Hollis Thompson,9
Thomas Robinson,Hollis Thompson,5
Tim Frazier,Hollis Thompson,7
Tony Wroten,Hollis Thompson,13
Dante Exum,Ian Clark,3
Elijah Millsap,Ian Clark,1
Erick Green,Ian Clark,1
Gordon Hayward,Ian Clark,1
Rudy Gobert,Ian Clark,2
Steve Novak,Ian Clark,1
Trevor Booker,Ian Clark,1
Trey Burke,Ian Clark,3
Will Barton,Ian Clark,1
AJ Price,Ian Mahinmi,1
CJ Miles,Ian Mahinmi,7
CJ Watson,Ian Mahinmi,5
Chris Copeland,Ian Mahinmi,5
Damjan Rudez,Ian Mahinmi,3
David West,Ian Mahinmi,5
Donald Sloan,Ian Mahinmi,7
George Hill,Ian Mahinmi,4
Lavoy Allen,Ian Mahinmi,4
Luis Scola,Ian Mahinmi,7
Rodney Stuckey,Ian Mahinmi,19
Solomon Hill,Ian Mahinmi,4
Amar'e Stoudemire,Iman Shumpert,1
Brendan Haywood,Iman Shumpert,1
Carmelo Anthony,Iman Shumpert,17
Cole Aldrich,Iman Shumpert,2
J.R. Smith,Iman Shumpert,12
James Jones,Iman Shumpert,5
Jose Calderon,Iman Shumpert,5
Kendrick Perkins,Iman Shumpert,1
Kevin Love,Iman Shumpert,5
Kyrie Irving,Iman Shumpert,14
LeBron James,Iman Shumpert,23
Matthew Dellavedova,Iman Shumpert,11
Pablo Prigioni,Iman Shumpert,3
Quincy Acy,Iman Shumpert,2
Samuel Dalembert,Iman Shumpert,6
Shane Larkin,Iman Shumpert,11
Shawn Marion,Iman Shumpert,1
Tim Jr. Hardaway,Iman Shumpert,2
Timofey Mozgov,Iman Shumpert,1
Travis Wear,Iman Shumpert,1
Tristan Thompson,Iman Shumpert,1
Donatas Motiejunas,Isaiah Canaan,1
Henry Sims,Isaiah Canaan,1
Hollis Thompson,Isaiah Canaan,3
Ish Smith,Isaiah Canaan,6
JaKarr Sampson,Isaiah Canaan,2
James Harden,Isaiah Canaan,11
Jason Richardson,Isaiah Canaan,1
Jerami Grant,Isaiah Canaan,2
Kostas Papanikolaou,Isaiah Canaan,1
Luc Moute a Mbah,Isaiah Canaan,9
Nerlens Noel,Isaiah Canaan,3
Nick Johnson,Isaiah Canaan,1
Robert Covington,Isaiah Canaan,3
Terrence Jones,Isaiah Canaan,1
Thomas Robinson,Isaiah Canaan,4
Tim Frazier,Isaiah Canaan,1
Trevor Ariza,Isaiah Canaan,9
Alex Len,Isaiah Thomas,2
Archie Goodwin,Isaiah Thomas,3
Avery Bradley,Isaiah Thomas,6
Brandan Wright,Isaiah Thomas,2
Brandon Bass,Isaiah Thomas,4
Eric Bledsoe,Isaiah Thomas,23
Evan Turner,Isaiah Thomas,12
Gerald Green,Isaiah Thomas,13
Gerald Wallace,Isaiah Thomas,2
Goran Dragic,Isaiah Thomas,16
Jae Crowder,Isaiah Thomas,4
James Young,Isaiah Thomas,1
Jared Sullinger,Isaiah Thomas,3
Jonas Jerebko,Isaiah Thomas,6
Kelly Olynyk,Isaiah Thomas,3
Marcus Morris,Isaiah Thomas,10
Marcus Smart,Isaiah Thomas,2
Markieff Morris,Isaiah Thomas,8
Miles Plumlee,Isaiah Thomas,5
PJ Tucker,Isaiah Thomas,10
Tyler Ennis,Isaiah Thomas,2
Tyler Zeller,Isaiah Thomas,5
Furkan Aldemir,Ish Smith,3
Henry Sims,Ish Smith,1
Hollis Thompson,Ish Smith,2
Isaiah Canaan,Ish Smith,2
